EBELN,EBELP,LIFNR,NAME1,MATNR,TXZ01,MATKL,BUKRS,EKORG,EKGRP,WERKS,MENGE,MEINS,NETPR,WAERS,NETWR,BEDAT,EINDT,BUDAT,KONNR,ZTERM,FRGKE,ERNAM,AENAM,CHANGE_COUNT
4500040,00010,0000100005,Kestrel Industrie GmbH,MAT-100315,Modular pulley type 6 (Laboratory equipment),MG55,1000,1000,P01,1020,9.0,PC,1546.58,EUR,13919.22,2025-01-24,2025-02-21,2025-02-21,460005515,NT45,Approved,BUYER02,BUYER02,3
4500040,00020,0000100005,Kestrel Industrie GmbH,MAT-100224,Reinforced valve type 33 (Logistics and freight),MG50,1000,1000,P01,1020,21.0,H,653.7,EUR,13727.7,2025-01-24,2025-02-21,2025-02-21,460005424,NT45,Approved,BUYER02,BUYER02,2
4500040,00030,0000100005,Kestrel Industrie GmbH,MAT-100210,Modular bracket type 31 (IT hardware),MG40,1000,1000,P01,1020,2.0,EA,2427.88,EUR,4855.76,2025-01-24,2025-02-21,2025-02-21,,NT45,Approved,BUYER02,BUYER02,0
4500041,00010,0000100005,Kestrel Industrie GmbH,MAT-100224,Reinforced valve type 33 (Logistics and freight),MG50,1000,1000,P02,1010,7.92,H,649.52,EUR,5144.2,2025-03-09,2025-04-02,2025-04-03,460005424,NT45,Open,BUYER05,BUYER05,0
4500041,00020,0000100005,Kestrel Industrie GmbH,MAT-100042,Heavy-duty filter type 7 (IT hardware),MG40,1000,1000,P02,1010,1.76,PC,1915.4,EUR,3371.1,2025-03-09,2025-04-02,2025-04-03,,NT45,Open,BUYER05,BUYER05,4
4500042,00010,0000100005,Kestrel Industrie GmbH,MAT-100210,Modular bracket type 31 (IT hardware),MG40,1000,1000,P06,1010,6.0,EA,2332.03,EUR,13992.18,2025-04-23,2025-05-05,2025-05-07,,NT45,Approved,BUYER12,BUYER12,1
4500042,00020,0000100005,Kestrel Industrie GmbH,MAT-100224,Reinforced valve type 33 (Logistics and freight),MG50,1000,1000,P06,1010,38.0,H,632.59,EUR,24038.42,2025-04-23,2025-05-05,2025-05-07,460005424,NT45,Approved,BUYER12,BUYER12,2
4500042,00030,0000100005,Kestrel Industrie GmbH,MAT-100042,Heavy-duty filter type 7 (IT hardware),MG40,1000,1000,P06,1010,5.0,PC,1907.1,EUR,9535.5,2025-04-23,2025-05-05,2025-05-07,,NT45,Approved,BUYER12,BUYER12,4
4500042,00040,0000100005,Kestrel Industrie GmbH,MAT-100315,Modular pulley type 6 (Laboratory equipment),MG55,1000,1000,P06,1010,10.0,PC,1608.57,EUR,16085.7,2025-04-23,2025-05-05,2025-05-07,460005515,NT45,Approved,BUYER12,BUYER12,4
4500043,00010,0000100005,Kestrel Industrie GmbH,MAT-100224,Reinforced valve type 33 (Logistics and freight),MG50,1000,1000,P04,1020,23.0,H,620.86,EUR,14279.78,2025-05-28,2025-06-19,2025-06-19,460005424,NT45,Approved,BUYER11,BUYER11,1
4500043,00020,0000100005,Kestrel Industrie GmbH,MAT-100315,Modular pulley type 6 (Laboratory equipment),MG55,1000,1000,P04,1020,4.0,PC,1494.98,EUR,5979.92,2025-05-28,2025-06-19,2025-06-19,460005515,NT45,Approved,BUYER11,BUYER11,1
4500043,00030,0000100005,Kestrel Industrie GmbH,MAT-100042,Heavy-duty filter type 7 (IT hardware),MG40,1000,1000,P04,1020,7.44,PC,2016.37,EUR,15001.79,2025-05-28,2025-06-19,2025-06-19,,NT45,Approved,BUYER11,BUYER11,1
4500044,00010,0000100005,Kestrel Industrie GmbH,MAT-100315,Modular pulley type 6 (Laboratory equipment),MG55,1000,1000,P01,1010,12.0,PC,1599.49,EUR,19193.88,2025-07-15,2025-07-29,2025-07-27,460005515,NT45,Approved,BUYER07,BUYER07,3
4500045,00010,0000100005,Kestrel Industrie GmbH,MAT-100224,Reinforced valve type 33 (Logistics and freight),MG50,1000,1000,P03,1010,15.0,H,671.13,EUR,10066.95,2025-08-21,2025-09-26,2025-09-28,460005424,NT45,Approved,BUYER06,BUYER06,2
4500045,00020,0000100005,Kestrel Industrie GmbH,MAT-100042,Heavy-duty filter type 7 (IT hardware),MG40,1000,1000,P03,1010,4.0,PC,1955.95,EUR,7823.8,2025-08-21,2025-09-26,2025-09-28,,NT45,Approved,BUYER06,BUYER06,2
4500045,00030,0000100005,Kestrel Industrie GmbH,MAT-100315,Modular pulley type 6 (Laboratory equipment),MG55,1000,1000,P03,1010,4.0,PC,1627.37,EUR,6509.48,2025-08-21,2025-09-26,2025-09-28,460005515,NT45,Approved,BUYER06,BUYER06,0
4500046,00010,0000100005,Kestrel Industrie GmbH,MAT-100210,Modular bracket type 31 (IT hardware),MG40,1000,1000,P02,1010,2.0,EA,2446.38,EUR,4892.76,2025-10-08,2025-11-01,2025-11-03,,NT45,Open,BUYER04,BUYER04,3
4500047,00010,0000100005,Kestrel Industrie GmbH,MAT-100315,Modular pulley type 6 (Laboratory equipment),MG55,1000,1000,P05,1010,1.0,PC,1579.08,EUR,1579.08,2025-11-14,2025-11-29,2025-11-28,460005515,NT45,Approved,BUYER12,BUYER12,0
4500048,00010,0000100005,Kestrel Industrie GmbH,MAT-100210,Modular bracket type 31 (IT hardware),MG40,1000,1000,P06,1020,4.0,EA,2503.92,EUR,10015.68,2025-12-18,2026-01-07,2026-01-06,,NT45,Approved,BUYER11,BUYER11,1
4500049,00010,0000100006,Alpenrose Logistics AS,MAT-100399,Reinforced terminal block type 18 (Laboratory equipment),MG55,2000,2000,P04,2020,8.0,EA,2686.38,USD,21491.04,2025-01-26,2025-02-16,2025-02-17,460006599,NT30,Approved,BUYER07,BUYER07,0
4500049,00020,0000100006,Alpenrose Logistics AS,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P04,2020,7.89,PC,2067.34,USD,16311.31,2025-01-26,2025-02-16,2025-02-17,,NT30,Approved,BUYER07,BUYER07,4
4500049,00030,0000100006,Alpenrose Logistics AS,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,2000,2000,P04,2020,24.0,EA,120.12,USD,2882.88,2025-01-26,2025-02-16,2025-02-17,,NT30,Approved,BUYER07,BUYER07,4
4500050,00010,0000100006,Alpenrose Logistics AS,MAT-100448,Heavy-duty sensor type 25 (Chemicals and lubricants),MG30,2000,2000,P04,2010,257.0,L,33.98,USD,8732.86,2025-02-27,2025-04-02,2025-03-28,460006648,NT30,Approved,BUYER02,BUYER02,2
4500050,00020,0000100006,Alpenrose Logistics AS,MAT-100056,Low-friction sensor type 9 (Logistics and freight),MG50,2000,2000,P04,2010,57.0,EA,137.71,USD,7849.47,2025-02-27,2025-04-02,2025-03-28,460006256,NT30,Approved,BUYER02,BUYER02,2
4500050,00030,0000100006,Alpenrose Logistics AS,MAT-100399,Reinforced terminal block type 18 (Laboratory equipment),MG55,2000,2000,P04,2010,3.0,EA,2485.24,USD,7455.72,2025-02-27,2025-04-02,2025-03-28,460006599,NT30,Approved,BUYER02,BUYER02,4
4500050,00040,0000100006,Alpenrose Logistics AS,MAT-100070,Compact housing type 11 (Safety equipment),MG60,2000,2000,P04,2010,201.0,PC,88.19,USD,17726.19,2025-02-27,2025-04-02,2025-03-28,460006270,NT30,Approved,BUYER02,BUYER02,4
4500051,00010,0000100006,Alpenrose Logistics AS,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P06,2010,2.0,PC,2138.73,USD,4277.46,2025-03-30,2025-04-27,2025-04-23,,NT30,Approved,BUYER07,BUYER07,1
4500051,00020,0000100006,Alpenrose Logistics AS,MAT-100070,Compact housing type 11 (Safety equipment),MG60,2000,2000,P06,2010,46.0,PC,86.02,USD,3956.92,2025-03-30,2025-04-27,2025-04-23,460006270,NT30,Approved,BUYER07,BUYER07,2
4500051,00030,0000100006,Alpenrose Logistics AS,MAT-100056,Low-friction sensor type 9 (Logistics and freight),MG50,2000,2000,P06,2010,11.0,EA,148.57,USD,1634.27,2025-03-30,2025-04-27,2025-04-23,460006256,NT30,Approved,BUYER07,BUYER07,4
4500051,00040,0000100006,Alpenrose Logistics AS,MAT-100448,Heavy-duty sensor type 25 (Chemicals and lubricants),MG30,2000,2000,P06,2010,298.0,L,33.91,USD,10105.18,2025-03-30,2025-04-27,2025-04-23,460006648,NT30,Approved,BUYER07,BUYER07,0
4500052,00010,0000100006,Alpenrose Logistics AS,MAT-100399,Reinforced terminal block type 18 (Laboratory equipment),MG55,2000,2000,P01,2020,8.0,EA,2528.17,USD,20225.36,2025-05-06,2025-05-16,2025-05-15,,NT30,Approved,BUYER09,BUYER09,3
4500052,00020,0000100006,Alpenrose Logistics AS,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P01,2020,3.0,PC,2209.59,USD,6628.77,2025-05-06,2025-05-16,2025-05-15,,NT30,Approved,BUYER09,BUYER09,1
4500052,00030,0000100006,Alpenrose Logistics AS,MAT-100448,Heavy-duty sensor type 25 (Chemicals and lubricants),MG30,2000,2000,P01,2020,206.0,L,34.19,USD,7043.14,2025-05-06,2025-05-16,2025-05-15,460006648,NT30,Approved,BUYER09,BUYER09,3
4500052,00040,0000100006,Alpenrose Logistics AS,MAT-100056,Low-friction sensor type 9 (Logistics and freight),,2000,2000,P01,2020,22.0,EA,148.37,USD,3264.14,2025-05-06,2025-05-16,2025-05-15,460006256,NT30,Approved,BUYER09,BUYER09,3
4500053,00010,0000100006,Alpenrose Logistics AS,MAT-100399,Reinforced terminal block type 18 (Laboratory equipment),MG55,2000,2000,P05,2010,11.0,EA,2659.29,USD,29252.19,2025-06-04,2025-06-19,2025-06-19,460006599,NT30,Approved,BUYER03,BUYER03,2
4500053,00020,0000100006,Alpenrose Logistics AS,MAT-100448,Heavy-duty sensor type 25 (Chemicals and lubricants),MG30,2000,2000,P05,2010,65.0,L,32.12,USD,2087.8,2025-06-04,2025-06-19,2025-06-19,460006648,NT30,Approved,BUYER03,BUYER03,0
4500054,00010,0000100006,Alpenrose Logistics AS,MAT-100399,Reinforced terminal block type 18 (Laboratory equipment),MG55,2000,2000,P04,2020,1.0,EA,2543.29,USD,2543.29,2025-07-07,2025-08-16,2025-08-19,460006599,NT30,Approved,BUYER02,BUYER02,2
4500054,00020,0000100006,Alpenrose Logistics AS,MAT-100070,Compact housing type 11 (Safety equipment),MG60,2000,2000,P04,2020,317.0,PC,87.34,USD,27686.78,2025-07-07,2025-06-23,2025-08-19,460006270,NT30,Approved,BUYER02,BUYER02,3
4500055,00010,0000100006,Alpenrose Logistics AS,MAT-100056,Low-friction sensor type 9 (Logistics and freight),MG50,2000,2000,P02,2020,56.0,EA,148.01,USD,8288.56,2025-08-04,2025-09-08,2025-09-10,460006256,NT30,Approved,BUYER09,BUYER09,0
4500056,00010,0000100006,Alpenrose Logistics AS,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,2000,2000,P04,2010,19.36,EA,124.1,USD,2402.58,2025-09-17,2025-10-08,2025-10-08,,NT30,Approved,BUYER03,BUYER03,4
4500056,00020,0000100006,Alpenrose Logistics AS,MAT-100070,Compact housing type 11 (Safety equipment),MG60,2000,2000,P04,2010,145.2,PC,84.34,USD,12246.17,2025-09-17,2025-10-08,2025-10-08,460006270,NT30,Approved,BUYER03,BUYER03,0
4500056,00030,0000100006,Alpenrose Logistics AS,MAT-100399,Reinforced terminal block type 18 (Laboratory equipment),MG55,2000,2000,P04,2010,7.04,EA,2606.26,USD,18348.07,2025-09-17,2025-10-08,2025-10-08,460006599,NT30,Approved,BUYER03,BUYER03,4
4500056,00040,0000100006,Alpenrose Logistics AS,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P04,2010,6.82,PC,2104.2,USD,14350.64,2025-09-17,2025-10-08,2025-10-08,,NT30,Approved,BUYER03,BUYER03,4
4500057,00010,0000100006,Alpenrose Logistics AS,MAT-100070,Compact housing type 11 (Safety equipment),MG60,2000,2000,P06,2010,278.0,PC,84.07,USD,23371.46,2025-10-12,2025-10-24,2025-10-24,460006270,NT30,Approved,BUYER10,BUYER10,4
4500058,00010,0000100006,Alpenrose Logistics AS,MAT-100595,High-temperature pulley type 6 (Mechanical parts),MG15,2000,2000,P04,2010,32.0,PC,761.44,USD,24366.08,2025-11-24,2026-01-08,2026-01-07,460006795,NT30,Approved,BUYER11,BUYER11,0
4500058,00020,0000100006,Alpenrose Logistics AS,MAT-100056,Low-friction sensor type 9 (Logistics and freight),MG50,2000,2000,P04,2010,32.0,EA,145.65,USD,4660.8,2025-11-24,2026-01-08,2026-01-07,460006256,NT30,Approved,BUYER11,BUYER11,1
4500058,00030,0000100006,Alpenrose Logistics AS,MAT-100070,Compact housing type 11 (Safety equipment),MG60,2000,2000,P04,2010,338.0,PC,90.03,USD,30430.14,2025-11-24,2026-01-08,2026-01-07,460006270,NT30,Approved,BUYER11,BUYER11,2
4500059,00010,0000100007,Silverline Industrie GmbH,MAT-100168,Reinforced cartridge type 25 (Electrical components),MG10,3000,3000,P04,3010,359.0,EA,28.77,GBP,10328.43,2025-01-14,2025-01-27,2025-01-30,,NT60,Approved,BUYER11,BUYER11,4
4500060,00010,0000100007,Silverline Industrie GmbH,MAT-100588,Stainless cartridge type 5 (Electrical components),MG10,3000,3000,P06,3010,40.89,PC,313.56,GBP,12821.47,2025-02-15,2025-02-25,2025-02-23,,NT60,Approved,BUYER11,BUYER11,2
4500060,00020,0000100007,Silverline Industrie GmbH,MAT-100168,Reinforced cartridge type 25 (Electrical components),MG10,3000,3000,P06,3010,275.0,EA,29.45,GBP,8098.75,2025-02-15,2025-02-25,2025-02-23,,NT60,Approved,BUYER11,BUYER11,1
4500060,00030,0000100007,Silverline Industrie GmbH,MAT-100406,Reinforced bearing type 19 (Safety equipment),MG60,3000,3000,P06,3010,10.0,PC,91.42,GBP,914.2,2025-02-15,2025-02-25,2025-02-23,460007606,NT60,Approved,BUYER11,BUYER11,1
4500061,00010,0000100007,Silverline Industrie GmbH,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P03,3010,288.0,CAR,5.7,GBP,1641.6,2025-03-13,2025-04-10,2025-04-13,460007557,NT60,Approved,BUYER05,BUYER05,2
4500061,00020,0000100007,Silverline Industrie GmbH,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,3000,3000,P03,3010,11.0,EA,720.78,GBP,7928.58,2025-03-13,2025-04-10,2025-04-13,460007291,NT60,Approved,BUYER05,BUYER05,2
4500061,00030,0000100007,Silverline Industrie GmbH,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,3000,3000,P03,3010,17.0,PC,374.26,GBP,6362.42,2025-03-13,2025-04-10,2025-04-13,,NT60,Approved,BUYER05,BUYER05,2
4500062,00010,0000100007,Silverline Industrie GmbH,MAT-100168,Reinforced cartridge type 25 (Electrical components),MG10,3000,3000,P02,3010,67.0,EA,28.25,GBP,1892.75,2025-04-10,2025-04-22,2025-04-25,,NT60,Approved,BUYER04,BUYER04,1
4500062,00020,0000100007,Silverline Industrie GmbH,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,3000,3000,P02,3010,12.0,EA,663.45,GBP,7961.4,2025-04-10,2025-04-22,2025-04-25,460007291,NT60,Approved,BUYER04,BUYER04,1
4500062,00030,0000100007,Silverline Industrie GmbH,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,3000,3000,P02,3010,9.0,PC,371.77,GBP,3345.93,2025-04-10,2025-04-22,2025-04-25,,NT60,Approved,BUYER04,BUYER04,4
4500063,00010,0000100007,Silverline Industrie GmbH,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,3000,3000,P03,3010,10.0,PC,369.07,GBP,3690.7,2025-05-09,2025-05-27,2025-05-29,,NT60,Approved,BUYER07,BUYER07,2
4500063,00020,0000100007,Silverline Industrie GmbH,MAT-100168,Reinforced cartridge type 25 (Electrical components),MG10,3000,3000,P03,3010,221.0,EA,26.83,GBP,5929.43,2025-05-09,2025-05-27,2025-05-29,,NT60,Approved,BUYER07,BUYER07,1
4500063,00030,0000100007,Silverline Industrie GmbH,MAT-100154,Modular filter type 23 (Safety equipment),MG60,3000,3000,P03,3010,15.0,BOX,183.0,GBP,2745.0,2025-05-09,2025-05-27,2025-05-29,460007354,NT60,Approved,BUYER07,BUYER07,4
4500064,00010,0000100007,Silverline Industrie GmbH,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,3000,3000,P04,3010,5.0,EA,689.16,GBP,3445.8,2025-06-06,2025-07-08,2025-07-07,460007291,NT60,Approved,BUYER06,BUYER06,1
4500065,00010,0000100007,Silverline Industrie GmbH,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,3000,3000,P03,3010,9.0,EA,674.2,GBP,6067.8,2025-07-04,2025-07-18,2025-07-14,460007291,NT60,Approved,BUYER04,BUYER04,1
4500065,00020,0000100007,Silverline Industrie GmbH,MAT-100168,Reinforced cartridge type 25 (Electrical components),MG10,3000,3000,P03,3010,335.0,EA,29.44,GBP,9862.4,2025-07-04,2025-07-18,2025-07-14,,NT60,Approved,BUYER04,BUYER04,3
4500065,00030,0000100007,Silverline Industrie GmbH,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P03,3010,308.0,CAR,5.46,GBP,1681.68,2025-07-04,2025-07-18,2025-07-14,460007557,NT60,Approved,BUYER04,BUYER04,3
4500066,00010,0000100007,Silverline Industrie GmbH,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P06,3010,108.0,CAR,5.5,GBP,594.0,2025-08-11,2025-08-30,2025-08-28,460007557,NT60,Pending,BUYER10,BUYER10,0
4500066,00020,0000100007,Silverline Industrie GmbH,MAT-100406,Reinforced bearing type 19 (Safety equipment),MG60,3000,3000,P06,3010,29.0,PC,95.43,GBP,2767.47,2025-08-11,2025-08-30,2025-08-28,460007606,NT60,Pending,BUYER10,BUYER10,3
4500066,00030,0000100007,Silverline Industrie GmbH,MAT-100154,Modular filter type 23 (Safety equipment),MG60,3000,3000,P06,3010,57.0,BOX,171.95,GBP,9801.15,2025-08-11,2025-08-30,2025-08-28,460007354,NT60,Pending,BUYER10,BUYER10,3
4500067,00010,0000100007,Silverline Industrie GmbH,MAT-100588,Stainless cartridge type 5 (Electrical components),MG10,3000,3000,P02,3010,43.0,PC,318.26,GBP,13685.18,2025-09-14,2025-10-27,2025-10-25,,NT60,Approved,BUYER08,BUYER08,4
4500067,00020,0000100007,Silverline Industrie GmbH,MAT-100168,Reinforced cartridge type 25 (Electrical components),MG10,3000,3000,P02,3010,396.0,EA,28.34,GBP,11222.64,2025-09-14,2025-10-27,2025-10-25,,NT60,Approved,BUYER08,BUYER08,4
4500067,00030,0000100007,Silverline Industrie GmbH,MAT-100154,Modular filter type 23 (Safety equipment),MG60,3000,3000,P02,3010,56.0,BOX,169.16,GBP,9472.96,2025-09-14,2025-10-27,2025-10-25,460007354,NT60,Approved,BUYER08,BUYER08,3
4500068,00010,0000100007,Silverline Industrie GmbH,MAT-100154,Modular filter type 23 (Safety equipment),MG60,3000,3000,P01,3010,14.0,BOX,178.13,GBP,2493.82,2025-10-20,2025-11-07,2025-11-03,460007354,NT60,Approved,BUYER09,BUYER09,3
4500068,00020,0000100007,Silverline Industrie GmbH,MAT-100406,Reinforced bearing type 19 (Safety equipment),MG60,3000,3000,P01,3010,5.0,PC,94.97,GBP,474.85,2025-10-20,2025-11-07,2025-11-03,460007606,NT60,Approved,BUYER09,BUYER09,2
4500068,00030,0000100007,Silverline Industrie GmbH,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,3000,3000,P01,3010,32.0,PC,378.79,GBP,12121.28,2025-10-20,2025-11-07,2025-11-03,,NT60,Approved,BUYER09,BUYER09,0
4500068,00040,0000100007,Silverline Industrie GmbH,MAT-100588,Stainless cartridge type 5 (Electrical components),MG10,3000,3000,P01,3010,53.0,PC,317.09,GBP,16805.77,2025-10-20,2025-11-07,2025-11-03,,NT60,Approved,BUYER09,BUYER09,4
4500069,00010,0000100007,Silverline Industrie GmbH,MAT-100406,Reinforced bearing type 19 (Safety equipment),MG60,3000,3000,P04,3010,34.0,PC,95.3,GBP,3240.2,2025-11-12,2025-12-01,2025-12-01,460007606,NT60,Approved,BUYER04,BUYER04,3
4500069,00020,0000100007,Silverline Industrie GmbH,MAT-100168,Reinforced cartridge type 25 (Electrical components),MG10,3000,3000,P04,3010,379.0,EA,27.78,GBP,10528.62,2025-11-12,2025-12-01,2025-12-01,,NT60,Approved,BUYER04,BUYER04,4
4500069,00030,0000100007,Silverline Industrie GmbH,MAT-100588,Stainless cartridge type 5 (Electrical components),MG10,3000,3000,P04,3010,37.0,PC,340.88,GBP,12612.56,2025-11-12,2025-12-01,2025-12-01,,NT60,Approved,BUYER04,BUYER04,3
4500069,00040,0000100007,Silverline Industrie GmbH,MAT-100154,Modular filter type 23 (Safety equipment),MG60,3000,3000,P04,3010,15.0,BOX,175.93,GBP,2638.95,2025-11-12,2025-12-01,2025-12-01,460007354,NT60,Approved,BUYER04,BUYER04,0
4500070,00010,0000100008,Bramble Manufacturing AG,MAT-100581,Compact bearing type 4 (Specialised tooling),MG90,4000,4000,P03,4010,1.0,PC,3682.48,CHF,3682.48,2025-01-11,2025-02-20,2025-02-20,460008781,Z045,Approved,BUYER04,BUYER04,2
4500070,00020,0000100008,Bramble Manufacturing AG,MAT-100077,Insulated actuator type 12 (Specialised tooling),MG90,4000,4000,P03,4010,6.0,EA,1018.23,CHF,6109.38,2025-01-11,2025-02-20,2025-02-20,460008277,Z045,Approved,BUYER04,BUYER04,4
4500071,00010,0000100008,Bramble Manufacturing AG,MAT-100161,Industrial bracket type 24 (Specialised tooling),MG90,4000,4000,P02,4010,3.0,EA,1035.38,CHF,3106.14,2025-02-15,2025-03-06,2025-03-08,460008361,Z045,Approved,BUYER08,BUYER08,2
4500072,00010,0000100008,Bramble Manufacturing AG,MAT-100581,Compact bearing type 4 (Specialised tooling),MG90,4000,4000,P01,4010,11.0,PC,3641.81,CHF,40059.91,2025-03-18,2025-03-30,2025-03-28,460008781,Z045,Approved,BUYER06,BUYER06,2
4500072,00020,0000100008,Bramble Manufacturing AG,MAT-100329,Compact housing type 8 (Specialised tooling),MG90,4000,4000,P01,4010,9.0,PC,1474.19,CHF,13267.71,2025-03-18,2025-03-30,2025-03-28,460008529,Z045,Approved,BUYER06,BUYER06,1
4500072,00030,0000100008,Bramble Manufacturing AG,MAT-100077,Insulated actuator type 12 (Specialised tooling),MG90,4000,4000,P01,4010,2.0,EA,1011.47,CHF,2022.94,2025-03-18,2025-03-30,2025-03-28,460008277,Z045,Approved,BUYER06,BUYER06,0
4500072,00040,0000100008,Bramble Manufacturing AG,MAT-100161,Industrial bracket type 24 (Specialised tooling),MG90,4000,4000,P01,4010,8.0,EA,979.59,CHF,7836.72,2025-03-18,2025-03-30,2025-03-28,460008361,Z045,Approved,BUYER06,BUYER06,4
4500073,00010,0000100008,Bramble Manufacturing AG,MAT-100224,Reinforced valve type 33 (Logistics and freight),MG50,4000,4000,P02,4010,15.84,H,643.0,CHF,10185.12,2025-04-18,2025-05-24,2025-06-28,460008424,Z045,Approved,BUYER09,BUYER09,1
4500073,00020,0000100008,Bramble Manufacturing AG,MAT-100581,Compact bearing type 4 (Specialised tooling),MG90,4000,4000,P02,4010,2.64,PC,3811.43,CHF,10062.18,2025-04-18,2025-05-24,2025-05-24,460008781,Z045,Approved,BUYER09,BUYER09,4
4500073,00030,0000100008,Bramble Manufacturing AG,MAT-100245,Reinforced relay type 36 (Specialised tooling),MG90,4000,4000,P02,4010,2.64,EA,2166.27,CHF,5718.95,2025-04-18,2025-05-24,2025-05-24,460008445,Z045,Approved,BUYER09,BUYER09,1
4500073,00040,0000100008,Bramble Manufacturing AG,MAT-100413,Precision pulley type 20 (Specialised tooling),MG90,4000,4000,P02,4010,30.8,PC,445.37,CHF,13717.4,2025-04-18,2025-05-24,2025-05-24,460008613,Z045,Approved,BUYER09,BUYER09,3
4500074,00010,0000100008,Bramble Manufacturing AG,MAT-100224,Reinforced valve type 33 (Logistics and freight),MG50,4000,4000,P03,4010,12.0,H,603.95,CHF,7247.4,2025-05-26,2025-06-28,2025-06-25,460008424,Z045,Approved,BUYER09,BUYER11,9
4500074,00020,0000100008,Bramble Manufacturing AG,MAT-100077,Insulated actuator type 12 (Specialised tooling),MG90,4000,4000,P03,4010,11.0,EA,1103.65,CHF,12140.15,2025-05-26,2025-06-28,2025-06-25,460008277,Z045,Approved,BUYER09,BUYER11,9
4500074,00030,0000100008,Bramble Manufacturing AG,MAT-100581,Compact bearing type 4 (Specialised tooling),MG90,4000,4000,P03,4010,4.0,PC,3858.43,CHF,15433.72,2025-05-26,2025-06-28,2025-06-25,460008781,Z045,Approved,BUYER09,BUYER11,9
