EBELN,EBELP,LIFNR,NAME1,MATNR,TXZ01,MATKL,BUKRS,EKORG,EKGRP,WERKS,MENGE,MEINS,NETPR,WAERS,NETWR,BEDAT,EINDT,BUDAT,KONNR,ZTERM,FRGKE,ERNAM,AENAM,CHANGE_COUNT,POSTING_DATE,SPEND_CATEGORY,SUB_CATEGORY,CONTRACT_STATUS,PREFERRED_SUPPLIER,BASELINE_PRICE,ACTUAL_PRICE,PAYMENT_STATUS
5500030,00010,0000200020,Orchard Manufacturing AG,SPM-100000,Precision gasket type 1,MG40,5000,5000,P04,5010,6.0,BOX,24697.54,SEK,148185.24,2024-01-01,2024-02-07,2024-02-04,460020200,Z045,Approved,BUYER12,BUYER09,3,2024-01-09,IT and Telecom,Network,Contracted,Preferred,24697.54,24697.54,Overdue
5500048,00010,0000200028,Westford Technologies Oy,SPM-100312,Insulated pallet type 15,MG41,3000,3000,P03,3010,4.0,BOX,779.51,GBP,3118.04,2023-12-25,2024-01-06,2024-01-09,460028512,Z030,Approved,BUYER06,BUYER09,3,2024-01-09,IT and Telecom,Hardware,Contracted,Preferred,779.51,779.51,Paid
5500052,00010,0000200030,Zenith Engineering Sp. z o.o.,SPM-100048,Stainless adapter type 17,MG40,5000,5000,P03,5010,9.0,EA,17742.21,SEK,159679.89,2024-01-04,2024-01-30,2024-01-29,460030248,NT60,Approved,BUYER08,BUYER03,1,2024-01-09,IT and Telecom,Hardware,Contracted,Preferred,17742.21,17742.21,Paid
5500052,00020,0000200030,Zenith Engineering Sp. z o.o.,SPM-100141,Compact spindle type 3,MG55,5000,5000,P04,5010,17.0,EA,7010.23,SEK,119173.91,2023-12-29,2024-01-08,2024-01-09,460030341,NT30,Approved,BUYER07,BUYER05,3,2024-01-09,Laboratory,Consumables,Contracted,Preferred,7010.23,7010.23,Paid
5500052,00030,0000200030,Zenith Engineering Sp. z o.o.,SPM-100015,Precision pulley type 6,MG25,5000,5000,P02,5010,223.0,EA,56.65,SEK,12632.95,2023-12-23,2024-01-22,2024-01-25,460030215,NT60,Approved,BUYER06,BUYER11,2,2024-01-09,Packaging,Labels,Contracted,Preferred,56.65,56.65,Paid
5502049,00010,0000200018,Meridian Trading BV,SPM-100300,Industrial terminal block type 11,MG10,3000,3000,P02,3010,34.0,KG,818.06,GBP,27814.04,2023-12-25,2024-01-08,2024-01-12,460018500,NT30,Approved,BUYER09,BUYER04,3,2024-01-09,Components,Electrical,Contracted,Preferred,818.06,818.06,Paid
5500025,00010,0000200017,Larkspur Logistics AS,SPM-100069,Reinforced control unit type 24,MG55,2000,2000,P02,2020,24.0,KG,718.09,USD,17234.16,2024-01-05,2024-01-16,2024-01-19,460017269,Z030,Approved,BUYER12,BUYER07,1,2024-01-10,Laboratory,Instruments,Contracted,Preferred,718.09,718.09,Paid
5500025,00020,0000200017,Larkspur Logistics AS,SPM-100036,High-temperature control unit type 13,MG15,2000,2000,P01,2020,46.0,L,557.16,USD,25629.36,2023-12-25,2024-02-01,2024-01-29,460017236,Z030,Approved,BUYER08,BUYER03,2,2024-01-10,Components,Fasteners,Contracted,Preferred,557.16,557.16,Overdue
5500061,00010,0000200036,Foxglove Trading BV,SPM-100156,Stainless actuator type 8,MG10,1000,1000,P02,1020,23.0,EA,727.28,EUR,16727.44,2023-12-24,2024-01-08,2024-01-06,460036356,NT45,Approved,BUYER09,BUYER04,1,2024-01-10,Components,Fasteners,Contracted,Non-preferred,727.28,727.28,Paid
5501807,00010,0000200020,Orchard Manufacturing AG,SPM-100243,Recycled bearing type 37,MG35,5000,5000,P05,5010,87.0,L,4422.01,SEK,384714.87,2024-01-07,2024-01-25,2024-01-26,460020443,NT45,Approved,BUYER12,BUYER04,0,2024-01-10,Facilities,Energy,Contracted,Non-preferred,4422.01,4422.01,Overdue
5501815,00010,0000200004,Ravenna Systems Inc,SPM-100264,Certified relay type 44,MG41,4000,4000,P01,4010,60.0,BOX,1123.54,CHF,67412.4,2023-12-29,2024-01-23,2024-01-24,460004464,Z045,Approved,BUYER05,BUYER09,2,2024-01-10,IT and Telecom,Hardware,Contracted,Preferred,1123.54,1123.54,Paid
5502009,00010,0000200006,Alpenrose Technologies Oy,SPM-100228,Modular seal ring type 32,MG15,1000,1000,P01,1010,95.0,KG,882.84,EUR,83869.8,2023-12-30,2024-01-11,2024-01-10,460006428,NT30,Approved,BUYER08,BUYER05,0,2024-01-10,Components,Fasteners,Contracted,Non-preferred,882.84,882.84,Paid
5501587,00010,0000200001,Nordwind Components SA,SPM-100345,High-temperature housing type 26,MG20,1000,1000,P04,1020,20.0,PC,8.92,EUR,178.4,2023-12-23,2024-01-09,2024-01-13,,Z045,Approved,BUYER13,BUYER09,1,2024-01-11,Raw Materials,Metals,Not contracted,Non-preferred,8.92,8.92,Paid
5501671,00010,0000200005,Kestrel Trading BV,SPM-100132,Low-friction control unit type 45,MG15,5000,5000,P05,5010,56.0,BOX,7144.29,SEK,400080.24,2024-01-09,2024-02-15,2024-02-13,,Z045,Approved,BUYER08,BUYER04,1,2024-01-11,Components,Fasteners,Not contracted,Preferred,7144.29,7144.29,Overdue
5500032,00010,0000200020,Orchard Manufacturing AG,SPM-100213,Low-friction valve type 27,MG55,5000,5000,P05,5010,9.0,KG,24179.31,SEK,217613.79,2024-01-04,2024-01-27,2024-01-25,460020413,NT60,Approved,BUYER12,BUYER05,1,2024-01-12,Laboratory,Instruments,Contracted,Preferred,24179.31,24179.31,Open
5501969,00010,0000200002,Bluepeak Logistics AS,SPM-100180,Recycled sensor type 16,MG15,2000,2000,P03,2010,89.0,EA,352.32,USD,31356.48,2024-01-01,2024-01-23,2024-01-21,460002380,NT60,Approved,BUYER01,BUYER10,1,2024-01-12,Components,Fasteners,Contracted,Preferred,352.32,352.32,Overdue
5500057,00010,0000200032,Belmont Trading BV,SPM-100249,Recycled membrane type 39,MG20,2000,2000,P02,2010,255.0,EA,39.16,USD,9985.8,2024-01-05,2024-01-15,2024-01-18,460032449,NT60,Approved,BUYER11,BUYER06,2,2024-01-13,Raw Materials,Metals,Contracted,Preferred,39.16,39.16,Overdue
5500057,00020,0000200032,Belmont Trading BV,SPM-100003,Heavy-duty membrane type 2,MG35,2000,2000,P01,2020,7.0,PC,226.86,USD,1588.02,2024-01-08,2024-02-10,2024-02-10,460032203,Z045,Approved,BUYER05,BUYER06,1,2024-01-13,Facilities,Energy,Contracted,Preferred,226.86,226.86,Overdue
5500068,00010,0000200041,Lakeshore Engineering Sp. z o.o.,SPM-100282,Certified adapter type 5,MG60,1000,1000,P05,1010,3.0,EA,1506.6,EUR,4519.8,2023-12-28,2024-01-09,2024-01-09,460041482,NT60,Approved,BUYER11,BUYER04,0,2024-01-13,Professional Services,Audit,Contracted,Non-preferred,1506.6,1506.6,Paid
5500068,00020,0000200041,Lakeshore Engineering Sp. z o.o.,SPM-100189,Reinforced filter type 19,MG55,1000,1000,P02,1020,1.0,BOX,845.62,EUR,845.62,2024-01-01,2024-01-20,2024-01-24,460041389,Z045,Approved,BUYER07,BUYER01,3,2024-01-13,Laboratory,Instruments,Contracted,Non-preferred,845.62,845.62,Paid
5500068,00030,0000200041,Lakeshore Engineering Sp. z o.o.,SPM-100252,Reinforced valve type 40,MG10,1000,1000,P01,1010,5.0,KG,563.87,EUR,2819.35,2024-01-06,2024-02-07,2024-02-05,460041452,Z030,Approved,BUYER04,BUYER05,0,2024-01-13,Components,Electrical,Contracted,Non-preferred,563.87,563.87,Open
5501934,00010,0000200030,Zenith Engineering Sp. z o.o.,SPM-100132,Low-friction control unit type 45,MG15,5000,5000,P03,5010,49.0,BOX,7151.61,SEK,350428.89,2023-12-27,2024-02-01,2024-02-02,460030332,Z045,Approved,BUYER02,BUYER13,0,2024-01-13,Components,Fasteners,Contracted,Preferred,7151.61,7151.61,Paid
5501844,00010,0000200012,Fairmont Materials SpA,SPM-100036,High-temperature control unit type 13,MG15,2000,2000,P05,2020,78.0,L,557.33,USD,43471.74,2023-12-30,2024-01-31,2024-01-30,460012236,NT30,Approved,BUYER03,BUYER07,1,2024-01-14,Components,Fasteners,Contracted,Preferred,557.33,557.33,Open
5500006,00010,0000200004,Ravenna Systems Inc,SPM-900003,Precision tooling assembly type 2,MG90,4000,4000,P03,4010,8.0,PC,3382.07,CHF,27056.56,2024-01-09,2024-01-27,2024-01-28,460004103,NT60,Approved,BUYER07,BUYER02,1,2024-01-15,Specialised Tooling,Custom Tooling,Contracted,Preferred,3382.07,3382.07,Open
5500006,00020,0000200004,Ravenna Systems Inc,SPM-900006,Precision tooling assembly type 3,MG90,4000,4000,P02,4010,5.0,PC,924.58,CHF,4622.9,2023-12-27,2024-01-12,2024-01-16,460004106,NT45,Approved,BUYER10,BUYER03,0,2024-01-15,Specialised Tooling,Custom Tooling,Contracted,Preferred,924.58,924.58,Paid
5500006,00030,0000200004,Ravenna Systems Inc,SPM-100333,High-temperature valve type 22,MG55,4000,4000,P01,4010,6.0,L,2368.25,CHF,14209.5,2023-12-31,2024-01-10,2024-01-11,460004533,NT45,Approved,BUYER13,BUYER13,3,2024-01-15,Laboratory,Consumables,Contracted,Preferred,2368.25,2368.25,Overdue
5500011,00010,0000200010,Driftwood Engineering Sp. z o.o.,SPM-100156,Stainless actuator type 8,MG10,5000,5000,P05,5010,17.0,EA,8250.26,SEK,140254.42,2023-12-29,2024-01-26,2024-01-23,460010356,NT30,Approved,BUYER10,BUYER11,3,2024-01-15,Components,Fasteners,Contracted,Preferred,8250.26,8250.26,Paid
5500011,00020,0000200010,Driftwood Engineering Sp. z o.o.,SPM-100030,Reinforced connector type 11,MG50,5000,5000,P02,5010,45.0,L,2936.65,SEK,132149.25,2023-12-26,2024-01-26,2024-01-29,460010230,NT45,Approved,BUYER13,BUYER11,0,2024-01-15,Logistics,Couriers,Contracted,Preferred,2936.65,2936.65,Open
5500014,00010,0000200013,Granite Components SA,SPM-100324,Stainless pulley type 19,MG15,3000,3000,P05,3010,42.0,EA,507.27,GBP,21305.34,2024-01-10,2024-01-24,2024-01-26,460013524,Z030,Approved,BUYER01,BUYER06,2,2024-01-15,Components,Mechanical,Contracted,Preferred,507.27,507.27,Open
5500045,00010,0000200027,Valemont Technologies Oy,SPM-100036,High-temperature control unit type 13,MG15,2000,2000,P01,2020,22.0,L,558.09,USD,12277.98,2024-01-06,2024-02-13,2024-02-12,460027236,NT60,Approved,BUYER12,BUYER03,2,2024-01-15,Components,Fasteners,Contracted,Preferred,558.09,558.09,Paid
5500045,00020,0000200027,Valemont Technologies Oy,SPM-100030,Reinforced connector type 11,MG50,2000,2000,P02,2020,21.0,L,275.94,USD,5794.74,2023-12-30,2024-02-06,2024-02-07,460027230,NT60,Approved,BUYER12,BUYER05,0,2024-01-15,Logistics,Couriers,Contracted,Preferred,275.94,275.94,Overdue
5500045,00030,0000200027,Valemont Technologies Oy,SPM-100324,Stainless pulley type 19,MG15,2000,2000,P03,2010,5.0,EA,649.41,USD,3247.05,2023-12-28,2024-02-04,2024-02-07,460027524,NT60,Approved,BUYER07,BUYER07,1,2024-01-15,Components,Mechanical,Contracted,Preferred,649.41,649.41,Open
5500046,00010,0000200027,Valemont Technologies Oy,SPM-100324,Stainless pulley type 19,MG15,2000,2000,P03,2010,18.0,EA,649.38,USD,11688.84,2024-01-10,2024-02-08,2024-02-09,460027524,Z030,Approved,BUYER09,BUYER13,1,2024-01-15,Components,Mechanical,Contracted,Preferred,649.38,649.38,Overdue
5500046,00020,0000200027,Valemont Technologies Oy,SPM-100006,Insulated seal ring type 3,MG50,2000,2000,P02,2020,15.0,BOX,557.09,USD,8356.35,2024-01-10,2024-02-12,2024-02-14,460027206,NT60,Approved,BUYER12,BUYER14,2,2024-01-15,Logistics,Couriers,Contracted,Preferred,557.09,557.09,Paid
5500064,00010,0000200037,Glenmore Technologies Oy,SPM-100009,Reinforced relay type 4,MG20,2000,2000,P04,2010,145.0,L,41.81,USD,6062.45,2024-01-07,2024-02-03,2024-02-05,460037209,NT30,Approved,BUYER01,BUYER04,1,2024-01-15,Raw Materials,Chemicals,Contracted,Preferred,41.81,41.81,Open
5500064,00020,0000200037,Glenmore Technologies Oy,SPM-100162,Industrial pulley type 10,MG60,2000,2000,P03,2010,10.0,BOX,1853.01,USD,18530.1,2024-01-11,2024-02-11,2024-02-15,460037362,Z045,Approved,BUYER12,BUYER07,0,2024-01-15,Professional Services,Audit,Contracted,Preferred,1853.01,1853.01,Overdue
5500064,00030,0000200037,Glenmore Technologies Oy,SPM-100114,Compact cartridge type 39,MG60,2000,2000,P04,2020,4.0,KG,1683.8,USD,6735.2,2023-12-30,2024-01-12,2024-01-13,460037314,NT45,Approved,BUYER10,BUYER09,0,2024-01-15,Professional Services,Audit,Contracted,Preferred,1683.8,1683.8,Open
5500067,00010,0000200040,Kingsley Supply Ltd,SPM-100231,Industrial adapter type 33,MG25,5000,5000,P05,5010,85.0,BOX,59.59,SEK,5065.15,2023-12-26,2024-01-16,2024-01-17,460040431,NT60,Approved,BUYER01,BUYER04,2,2024-01-15,Packaging,Films,Contracted,Preferred,59.59,59.59,Overdue
5500067,00020,0000200040,Kingsley Supply Ltd,SPM-100252,Reinforced valve type 40,MG10,5000,5000,P02,5010,8.0,KG,6328.08,SEK,50624.64,2024-01-04,2024-01-22,2024-01-24,460040452,NT30,Approved,BUYER09,BUYER04,0,2024-01-15,Components,Electrical,Contracted,Preferred,6328.08,6328.08,Open
5500067,00030,0000200040,Kingsley Supply Ltd,SPM-100108,Stainless membrane type 37,MG10,5000,5000,P01,5010,40.0,PC,6765.85,SEK,270634.0,2024-01-06,2024-01-31,2024-01-30,460040308,Z045,Approved,BUYER03,BUYER12,0,2024-01-15,Components,Mechanical,Contracted,Preferred,6765.85,6765.85,Overdue
5501679,00010,0000200004,Ravenna Systems Inc,SPM-900009,Precision tooling assembly type 4,MG90,4000,4000,P04,4010,3.0,PC,2428.22,CHF,7284.66,2023-12-28,2024-01-21,2024-01-25,460004109,Z045,Approved,BUYER06,BUYER10,2,2024-01-15,Specialised Tooling,Custom Tooling,Contracted,Preferred,2428.22,2428.22,Paid
5501758,00010,0000200048,Tallowood Industrie GmbH,SPM-100324,Stainless pulley type 19,MG15,3000,3000,P04,3010,2.0,EA,509.5,GBP,1019.0,2024-01-10,2024-02-15,2024-02-12,,NT60,Approved,BUYER04,BUYER08,3,2024-01-15,Components,Mechanical,Not contracted,Non-preferred,509.5,509.5,Overdue
5501999,00010,0000200001,Nordwind Components SA,SPM-100228,Modular seal ring type 32,MG15,1000,1000,P02,1020,70.0,KG,895.62,EUR,62693.4,2023-12-30,2024-01-18,2024-01-15,460001428,NT60,Approved,BUYER07,BUYER09,2,2024-01-15,Components,Fasteners,Contracted,Non-preferred,895.62,895.62,Paid
5502024,00010,0000200013,Granite Components SA,SPM-100276,Heavy-duty filter type 3,MG15,3000,3000,P04,3010,70.0,KG,302.68,GBP,21187.6,2024-01-01,2024-02-08,2024-02-05,460013476,Z045,Approved,BUYER01,BUYER01,0,2024-01-15,Components,Fasteners,Contracted,Preferred,302.68,302.68,Paid
5500021,00010,0000200016,Juniper Materials SpA,SPM-100087,Certified terminal block type 30,MG25,1000,1000,P02,1020,77.0,EA,11.59,EUR,892.43,2024-01-02,2024-01-25,2024-01-23,460016287,Z030,Approved,BUYER09,BUYER02,2,2024-01-16,Packaging,Labels,Contracted,Non-preferred,11.59,11.59,Open
5500021,00020,0000200016,Juniper Materials SpA,SPM-100267,Modular filter type 45,MG45,1000,1000,P01,1020,41.0,BOX,103.44,EUR,4241.04,2023-12-27,2024-01-22,2024-01-24,460016467,Z030,Approved,BUYER08,BUYER09,1,2024-01-16,Facilities,Maintenance,Contracted,Non-preferred,103.44,103.44,Paid
5500021,00030,0000200016,Juniper Materials SpA,SPM-100276,Heavy-duty filter type 3,MG15,1000,1000,P01,1020,18.0,KG,353.09,EUR,6355.62,2024-01-07,2024-02-04,2024-02-02,460016476,Z030,Approved,BUYER07,BUYER12,3,2024-01-16,Components,Fasteners,Contracted,Non-preferred,353.09,353.09,Paid
5500056,00010,0000200032,Belmont Trading BV,SPM-100222,Stainless service block type 30,MG50,2000,2000,P02,2010,7.0,KG,927.64,USD,6493.48,2024-01-08,2024-01-18,2024-01-16,460032422,NT45,Approved,BUYER12,BUYER11,1,2024-01-16,Logistics,Couriers,Contracted,Preferred,927.64,927.64,Paid
5500056,00020,0000200032,Belmont Trading BV,SPM-100180,Recycled sensor type 16,MG15,2000,2000,P03,2020,49.0,EA,350.89,USD,17193.61,2023-12-28,2024-01-29,2024-01-26,460032380,Z030,Approved,BUYER02,BUYER05,0,2024-01-16,Components,Fasteners,Contracted,Preferred,350.89,350.89,Open
5500056,00030,0000200032,Belmont Trading BV,SPM-100174,Compact valve type 14,MG50,2000,2000,P04,2020,32.0,BOX,115.74,USD,3703.68,2024-01-11,2024-01-24,2024-01-27,460032374,NT45,Approved,BUYER04,BUYER10,3,2024-01-16,Logistics,Couriers,Contracted,Preferred,115.74,115.74,Paid
5501864,00010,0000200027,Valemont Technologies Oy,SPM-100036,High-temperature control unit type 13,MG15,2000,2000,P04,2020,72.0,L,559.85,USD,40309.2,2023-12-29,2024-01-19,2024-01-16,460027236,NT45,Approved,BUYER08,BUYER11,1,2024-01-16,Components,Fasteners,Contracted,Preferred,559.85,559.85,Paid
5501964,00010,0000200031,Ashford Logistics AS,SPM-100180,Recycled sensor type 16,MG15,1000,1000,P02,1020,45.0,EA,327.09,EUR,14719.05,2023-12-29,2024-02-05,2024-02-04,460031380,NT45,Approved,BUYER14,BUYER05,2,2024-01-16,Components,Fasteners,Contracted,Non-preferred,327.09,327.09,Paid
5500003,00010,0000200003,Vertex Materials SpA,SPM-100072,Low-friction cartridge type 25,MG41,3000,3000,P02,3010,48.0,BOX,394.17,GBP,18920.16,2024-01-12,2024-01-31,2024-02-04,460003272,NT60,Approved,BUYER05,BUYER10,0,2024-01-17,IT and Telecom,Hardware,Contracted,Preferred,394.17,394.17,Open
5500003,00020,0000200003,Vertex Materials SpA,SPM-100201,Low-friction bearing type 23,MG20,3000,3000,P03,3010,182.0,BOX,39.84,GBP,7250.88,2024-01-11,2024-02-02,2024-02-03,460003401,NT45,Approved,BUYER02,BUYER03,2,2024-01-17,Raw Materials,Polymers,Contracted,Preferred,39.84,39.84,Paid
5500003,00030,0000200003,Vertex Materials SpA,SPM-100261,Compact filter type 43,MG55,3000,3000,P05,3010,6.0,BOX,1229.29,GBP,7375.74,2024-01-14,2024-01-26,2024-01-27,460003461,NT30,Approved,BUYER06,BUYER12,1,2024-01-17,Laboratory,Consumables,Contracted,Preferred,1229.29,1229.29,Overdue
5500054,00010,0000200031,Ashford Logistics AS,SPM-100033,Stainless control unit type 12,MG30,1000,1000,P04,1010,148.0,L,45.03,EUR,6664.44,2024-01-09,2024-01-26,2024-01-26,460031233,NT60,Approved,BUYER05,BUYER07,2,2024-01-17,Raw Materials,Metals,Contracted,Non-preferred,45.03,45.03,Paid
5500054,00020,0000200031,Ashford Logistics AS,SPM-100279,Certified adapter type 4,MG25,1000,1000,P01,1010,328.0,KG,8.74,EUR,2866.72,2023-12-31,2024-01-25,2024-01-24,460031479,Z030,Approved,BUYER07,BUYER02,3,2024-01-17,Packaging,Labels,Contracted,Non-preferred,8.74,8.74,Paid
5500054,00030,0000200031,Ashford Logistics AS,SPM-100225,Insulated membrane type 31,MG30,1000,1000,P01,1020,199.0,BOX,37.24,EUR,7410.76,2024-01-05,2024-01-16,2024-01-20,460031425,Z030,Approved,BUYER02,BUYER10,2,2024-01-17,Raw Materials,Metals,Contracted,Non-preferred,37.24,37.24,Paid
5502034,00010,0000200027,Valemont Technologies Oy,SPM-100276,Heavy-duty filter type 3,MG15,2000,2000,P05,2020,49.0,KG,380.45,USD,18642.05,2024-01-14,2024-02-21,2024-02-19,460027476,NT60,Approved,BUYER11,BUYER14,0,2024-01-17,Components,Fasteners,Contracted,Preferred,380.45,380.45,Open
5500018,00010,0000200015,Ironwood Industrie GmbH,SPM-100198,Insulated housing type 22,MG50,5000,5000,P01,5010,37.0,BOX,7891.1,SEK,291970.7,2024-01-04,2024-02-10,2024-02-13,460015398,Z045,Approved,BUYER12,BUYER07,1,2024-01-18,Logistics,Warehousing,Contracted,Preferred,7891.1,7891.1,Paid
5500018,00020,0000200015,Ironwood Industrie GmbH,SPM-100078,High-temperature control unit type 27,MG50,5000,5000,P03,5010,33.0,PC,3319.39,SEK,109539.87,2024-01-14,2024-02-03,2024-02-03,460015278,Z045,Approved,BUYER02,BUYER10,0,2024-01-18,Logistics,Couriers,Contracted,Preferred,3319.39,3319.39,Paid
5500053,00010,0000200031,Ashford Logistics AS,SPM-100279,Certified adapter type 4,MG25,1000,1000,P03,1010,266.0,KG,8.73,EUR,2322.18,2024-01-03,2024-01-31,2024-02-01,460031479,NT60,Approved,BUYER08,BUYER06,1,2024-01-18,Packaging,Labels,Contracted,Non-preferred,8.73,8.73,Open
5500053,00020,0000200031,Ashford Logistics AS,SPM-100225,Insulated membrane type 31,MG30,1000,1000,P02,1010,329.0,BOX,37.52,EUR,12344.08,2024-01-08,2024-02-10,2024-02-14,460031425,NT45,Approved,BUYER05,BUYER10,0,2024-01-18,Raw Materials,Metals,Contracted,Non-preferred,37.52,37.52,Paid
5500063,00010,0000200037,Glenmore Technologies Oy,SPM-100075,Heavy-duty housing type 26,MG45,2000,2000,P04,2010,41.0,BOX,197.75,USD,8107.75,2024-01-02,2024-01-27,2024-01-24,460037275,NT45,Approved,BUYER10,BUYER14,2,2024-01-18,Facilities,Energy,Contracted,Preferred,197.75,197.75,Overdue
5500066,00010,0000200039,Inverness Technologies Oy,SPM-100036,High-temperature control unit type 13,MG15,4000,4000,P05,4010,27.0,L,489.71,CHF,13222.17,2024-01-07,2024-01-22,2024-01-25,460039236,NT30,Approved,BUYER10,BUYER10,1,2024-01-18,Components,Fasteners,Contracted,Preferred,489.71,489.71,Overdue
5501611,00010,0000200011,Ember Components SA,SPM-100141,Compact spindle type 3,MG55,1000,1000,P05,1020,88.0,EA,606.63,EUR,53383.44,2024-01-11,2024-02-13,2024-02-13,,Z030,Approved,BUYER09,BUYER13,2,2024-01-18,Laboratory,Consumables,Not contracted,Non-preferred,606.63,606.63,Overdue
5501879,00010,0000200008,Bramble Logistics AS,SPM-100084,Compact licence pack type 29,MG15,3000,3000,P04,3010,63.0,KG,457.77,GBP,28839.51,2024-01-16,2024-02-22,2024-02-22,460008284,Z030,Approved,BUYER09,BUYER01,2,2024-01-18,Components,Fasteners,Contracted,Preferred,457.77,457.77,Paid
5500038,00010,0000200023,Redstone Materials SpA,SPM-100333,High-temperature valve type 22,MG55,3000,3000,P04,3010,1.0,L,2157.63,GBP,2157.63,2024-01-15,2024-02-11,2024-02-15,460023533,NT30,Approved,BUYER10,BUYER03,3,2024-01-19,Laboratory,Consumables,Contracted,Preferred,2157.63,2157.63,Open
5501904,00010,0000200009,Cobalt Manufacturing AG,SPM-100084,Compact licence pack type 29,MG15,4000,4000,P05,4010,24.0,KG,509.53,CHF,12228.72,2024-01-01,2024-02-06,2024-02-04,460009284,NT45,Approved,BUYER10,BUYER02,3,2024-01-19,Components,Fasteners,Contracted,Preferred,509.53,509.53,Open
5501949,00010,0000200008,Bramble Logistics AS,SPM-100180,Recycled sensor type 16,MG15,3000,3000,P01,3010,32.0,EA,278.79,GBP,8921.28,2024-01-15,2024-02-19,2024-02-19,460008380,NT60,Approved,BUYER13,BUYER03,1,2024-01-19,Components,Fasteners,Contracted,Preferred,278.79,278.79,Paid
5500016,00010,0000200014,Harbourview Components SA,SPM-100051,Precision sensor type 18,MG35,4000,4000,P01,4010,40.0,PC,230.54,CHF,9221.6,2024-01-06,2024-02-08,2024-02-08,460014251,Z045,Approved,BUYER03,BUYER01,1,2024-01-20,Facilities,Cleaning,Contracted,Preferred,230.54,230.54,Open
5500016,00020,0000200014,Harbourview Components SA,SPM-100258,High-temperature valve type 42,MG60,4000,4000,P05,4010,3.0,L,1301.81,CHF,3905.43,2024-01-05,2024-02-08,2024-02-05,460014458,NT30,Approved,BUYER13,BUYER07,0,2024-01-20,Professional Services,Audit,Contracted,Preferred,1301.81,1301.81,Open
5500058,00010,0000200032,Belmont Trading BV,SPM-100180,Recycled sensor type 16,MG15,2000,2000,P02,2010,44.0,EA,354.02,USD,15576.88,2024-01-10,2024-02-08,2024-02-08,460032380,NT45,Approved,BUYER04,BUYER08,3,2024-01-20,Components,Fasteners,Contracted,Preferred,354.02,354.02,Paid
5501647,00010,0000200002,Bluepeak Logistics AS,SPM-100180,Recycled sensor type 16,MG15,2000,2000,P04,2010,68.0,EA,355.92,USD,24202.56,2024-01-06,2024-02-08,2024-02-12,,NT30,Approved,BUYER14,BUYER02,2,2024-01-20,Components,Fasteners,Not contracted,Preferred,355.92,355.92,Paid
5501721,00010,0000200027,Valemont Technologies Oy,SPM-100357,Stainless cartridge type 30,MG55,2000,2000,P03,2010,62.0,EA,2841.97,USD,176202.14,2024-01-18,2024-02-18,2024-02-17,460027557,Z045,Approved,BUYER05,BUYER01,2,2024-01-20,Laboratory,Consumables,Contracted,Preferred,2099.64,2841.97,Paid
